"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
632615,"DEPT OF ENVIRONMENT PROTECTION",External,1,"CHIEF OF REPAIRS AND MAINTENANCE - SUPT. W&S SYS.","SUPERINTENDENT OF WATER AND SE",Competitive-1,10081,M3,"Building Operations & Maintenance",FT,Manager,Annual,"96-05 Horace Harding Expway","Water Supply/Field Oper Mgt",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/15/2024,N/A,4/15/2024,8/6/2024,$78721,$197348,"Building Operations & Maintenance",N/A,$78721,$197348
635145,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"CHILD CARE INVESTIGATOR, BUREAU OF CHILDCARE","ASSOCIATE INVESTIGATOR (NOT PR",Competitive-1,31121,1,"Health Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"125 Worth Street, Nyc","Child Care",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/10/2024,10-May-25,5/14/2024,8/6/2024,$55816,$64188,"Public Safety",N/A,$55816,$64188
642549,"DEPT OF DESIGN & CONSTRUCTION",External,1,"DATA ANALYTICS SPECIALIST","IT PROJECT SPECIALIST",Non-Competitive-5,95710,0,"Engineering, Architecture, & Planning Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","PROJ CNTRLS/PROC IMPVMT+ANYTI",N/A,N/A,"New York City Residency is not required for this position.",7/17/2024,N/A,7/17/2024,8/6/2024,$75000,$95481,"Technology, Data & Innovation",N/A,$75000,$95481
643855,"DEPARTMENT OF FINANCE",External,1,"CUSTOMER SERVICE REPRESENTATIVE","CLERICAL ASSOCIATE",Competitive-1,10251,3,"Constituent Services & Community Programs Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"66 John Street, New York, Ny","Business Center- Manhattan","Unless otherwise indicated, all positions require a five-day work week.","66 John Street, New York, NY (Current location but could be subject to change)","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/3/2024,17-Aug-24,8/2/2024,8/6/2024,$40957,$47100,"Policy, Research & Analysis",N/A,$40957,$47100
636723,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"HR BUSINESS PARTNER RECRUITER AND CLASSIFICATION SPECIALIST, BUREAU OF HUMAN RESOURCES AND LABOR RELATIONS","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,Health,FT,"Experienced (non-manager)",Annual,"42-09 28th Street","HR Central",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/22/2024,22-May-25,5/22/2024,8/6/2024,$59116,$75000,Health,N/A,$59116,$75000
612421,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"SERVICE TERMINATION UNIT, DIRECTOR","ADMINISTRATIVE STAFF ANALYST (",Competitive-1,1002A,0,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","Collections Unit",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/17/2023,N/A,12/1/2023,8/6/2024,$84451,$113550,"Finance, Accounting, & Procurement",N/A,$84451,$113550
612421,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"SERVICE TERMINATION UNIT, DIRECTOR","ADMINISTRATIVE STAFF ANALYST (",Competitive-1,1002A,0,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","Collections Unit",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/17/2023,N/A,12/1/2023,8/6/2024,$84451,$113550,"Finance, Accounting, & Procurement",N/A,$84451,$113550
642878,"NYC HOUSING AUTHORITY",External,1,"ASSISTANT RESIDENT BUILDING SUPT (HA) 00","ASSISTANT RESIDENT BUILDING SU",Competitive-1,80305,0,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"South Jamaica","Queens/SI Property Mgmt",N/A,N/A,"New York City Residency is not required for this position.",7/24/2024,13-Aug-24,7/24/2024,8/6/2024,$54272,$83117,"Building Operations & Maintenance",N/A,$54272,$83117
636117,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"CASE MANAGEMENT TEAM LEADER","ASSOCIATE BENEFITS OPPORTUNITY",Competitive-1,56316,2,"Social Services",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","FIA Operations-NM",N/A,N/A,"New York City Residency is not required for this position.",5/14/2024,N/A,5/15/2024,8/6/2024,$66430,$76394,"Social Services",N/A,$66430,$76394
617056,"OFFICE OF THE COMPTROLLER",External,1,"AUDIT ENGINEER (2 POSITIONS)","CIVIL ENGINEER",Competitive-1,20215,1,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"1 Centre St., N.Y.",Engineering,N/A,N/A,"New York City Residency is not required for this position.",11/21/2023,N/A,5/22/2024,8/6/2024,$95000,$105000,"Engineering, Architecture, & Planning",N/A,$95000,$105000
636166,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,DIRECTOR,"ADMINISTRATIVE ENGINEER",Competitive-1,10015,M2,"Engineering, Architecture, & Planning",FT,Manager,Annual,"30-30 Thomson Ave L I City Qns","INFRA/SUS DESGN/GI &CLOUD MGMT",N/A,N/A,"New York City Residency is not required for this position.",5/22/2024,N/A,5/22/2024,8/6/2024,$70940,$144066,"Engineering, Architecture, & Planning",N/A,$70940,$144066
631186,"DEPT OF DESIGN & CONSTRUCTION",External,1,"ASSISTANT PROJECT COORDINATOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","PUB BLDGS/A+E/Executive",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/21/2024,N/A,5/30/2024,8/6/2024,$59116,$67983,"Engineering, Architecture, & Planning",N/A,$59116,$67983
639564,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"SUPERVISING NURSE, BUREAU OF SCHOOL HEALTH","PUBLIC HEALTH NURSE",Competitive-1,51011,3,Health,FT,"Experienced (non-manager)",Annual,"1 Fordham Plaza, Bronx","SH Nursing Services & Prof Dev",N/A,N/A,"New York City Residency is not required for this position.",6/28/2024,28-Jun-25,7/23/2024,8/6/2024,$92064,$92064,Health,N/A,$92064,$92064
618032,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"CHILD CARE INSPECTOR, BUREAU OF CHILDCARE","PUBLIC HEALTH SANITARIAN",Competitive-1,31215,1,"Health Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"NYC - All Boroughs","Child Care",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/29/2023,28-Nov-24,4/1/2024,8/6/2024,$49961,$49961,"Public Safety",N/A,$49961,$49961
604118,"BRONX DISTRICT ATTORNEY",External,1,"VIOLENCE RESPONSE SENIOR ADVOCATE","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs Legal Affairs Public Safety, Inspections, & Enforcement Social Services",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Support Staff",N/A,N/A,"New York City Residency is not required for this position.",9/11/2023,10-Sep-24,9/11/2023,8/6/2024,$68500,$68500,"Social Services",N/A,$68500,$68500
543628,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"EHS ASSESSMENT MANAGER","ADMINISTRATIVE PUBLIC HEALTH S",Competitive-1,82989,M1,"Administration & Human Resources Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Health Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"59-17 Junction Blvd Corona Ny","ENVIRONMENTAL HEALTH/SAFETY","Monday-Friday  35 hours per week","59-17 Junction Blvd Corona Ny","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/4/2022,N/A,8/15/2022,8/6/2024,$58700,$161534,"Public Safety","35 Hours Per Week",$58700,$161534
579997,"DEPT OF ENVIRONMENT PROTECTION",External,1,"SENIOR IT SYSTEMS SPECIALIST (CLOUD AND INFRASTRUCTURE)","CERTIFIED IT ADMINISTRATOR (LA",Competitive-1,13652,3,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","Dept of Environment Protection","Hours/Shift: 35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","96-05 Horace Harding Expressway, 2nd floor, Corona, NY 11368","New York City Residency is not required for this position.",4/8/2023,N/A,4/8/2023,8/6/2024,$92194,$130372,"Technology, Data & Innovation","35 Hours Per Week",$92194,$130372
642637,"DEPT OF CITYWIDE ADMIN SVCS",External,1,"ENERGY ACCOUNT & METER SERVICES COORDINATOR","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,3,"Communications & Intergovernmental Affairs",FT,"Experienced (non-manager)",Annual,"1 Centre St., N.Y.","Office of Energy Conservatio",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/25/2024,23-Sep-24,7/25/2024,8/6/2024,$64137,$73758,"Communications & Intergovernmental Affairs",N/A,$64137,$73758
592882,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"UNIT CLERK","CLERICAL ASSOCIATE",Competitive-1,10251,2,"Administration & Human Resources Social Services",FT,Entry-Level,Annual,"305 Rider Avenue, Bronx","MAP MEDICAID ELIGIBILITY NM","9 AM “ 5 PM (‚½ Hour Flex)","305 RIDER AVE","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/11/2023,N/A,8/21/2023,8/6/2024,$35895,$41279,"Social Services","9 AM - 5 PM",$35895,$41279
638136,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"ENVIRONMENTAL PROJECT MANAGER","CONSTRUCTION PROJECT MANAGER",Competitive-1,34202,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",SSS/Environ+Hazmat/Envrmntl,N/A,N/A,"New York City Residency is not required for this position.",6/12/2024,N/A,6/12/2024,8/6/2024,$74041,$85147,"Engineering, Architecture, & Planning",N/A,$74041,$85147
635919,"DEPT OF ENVIRONMENT PROTECTION",External,2,"ASSISTANT CIVIL ENGINEER","ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","PERMITTING CENTRAL",N/A,N/A,"New York City Residency is not required for this position.",5/22/2024,N/A,5/22/2024,8/6/2024,$71726,$71726,"Engineering, Architecture, & Planning",N/A,$71726,$71726
637072,"FINANCIAL INFO SVCS AGENCY",Internal,1,"SILVER STAR MAINFRAME DEVELOPER","COMPUTER SYSTEMS MANAGER",Competitive-1,1005D,0,"Technology, Data & Innovation",PT,"Experienced (non-manager)",Hourly,"5 Manhattan West","OPS/FS/Technical Services","Part-Time Position “ 20 hours/week.","5 Manhattan West, NY, NY","New York City Residency is not required for this position.",5/24/2024,N/A,5/24/2024,8/6/2024,$35,$41,"Technology, Data & Innovation","20 Hours Per Week",$36400,$42640
636631,"DEPT OF DESIGN & CONSTRUCTION",Internal,2,"RESIDENT ENGINEER","CONSTRUCTION PROJECT MANAGER",Competitive-1,34202,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRA/CONST MGMT/VARIOUS",N/A,N/A,"New York City Residency is not required for this position.",5/24/2024,N/A,8/2/2024,8/6/2024,$74041,$85147,"Engineering, Architecture, & Planning",N/A,$74041,$85147
610609,"DEPT OF HEALTH/MENTAL HYGIENE",External,3,"GRANTS DEVELOPMENT AND COMPLIANCE ANALYST, BUREAU OF BUDGET","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,2,"Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","Budget Administration",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",10/12/2023,11-Oct-24,4/12/2024,8/6/2024,$82506,$82506,"Policy, Research & Analysis",N/A,$82506,$82506
615500,"BRONX DISTRICT ATTORNEY",Internal,1,"DIRECTOR OF EMPLOYEE WELLNESS","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,4A,"Administration & Human Resources Communications & Intergovernmental Affairs Health Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"198 E161St Street Bronx N.Y.","Support Staff",N/A,N/A,"New York City Residency is not required for this position.",11/9/2023,3-Nov-24,1/30/2024,8/6/2024,$118480,$118480,"Public Safety",N/A,$118480,$118480
627606,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"SR. FIELD OPERATIONS PLANNING MANAGER, BUREAU OF EMERGENCY FIELD OPERATIONS","PUBLIC HEALTH EMERGENCY PREPAR",Non-Competitive-5,6853,2,"Constituent Services & Community Programs Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","EPR-EMR. Field Ops",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/5/2024,1-Sep-24,7/16/2024,8/6/2024,$63952,$93960,"Policy, Research & Analysis",N/A,$63952,$93960
621350,"DEPT OF DESIGN & CONSTRUCTION",External,1,"SENIOR COORDINATOR (SUSTAINABILITY)","LANDSCAPE ARCHITECT",Competitive-1,21315,2,"Engineering, Architecture, & Planning",FT,Manager,Annual,"30-30 Thomson Ave L I City Qns",INFRA/DSGN/SECT.5/SUSTAININFRA,N/A,N/A,"New York City Residency is not required for this position.",1/18/2024,N/A,5/30/2024,8/6/2024,$88026,$101230,"Engineering, Architecture, & Planning",N/A,$88026,$101230
539194,"DEPARTMENT OF TRANSPORTATION",Internal,1,"ASSISTANT COMMISSIONER/DEPUTY CHIEF ENGINEER","ADMINISTRATIVE CONSTRUCTION PR",Competitive-1,82991,M4,"Engineering, Architecture, & Planning",FT,Manager,Annual,"55 Water St Ny Ny","Bridges Roadways","35 HOURS","55 Water St Ny Ny","New York City Residency is not required for this position.",7/14/2022,N/A,7/18/2022,8/6/2024,$80931,$208826,"Engineering, Architecture, & Planning","35 Hours Per Week",$80931,$208826
626210,"DEPT OF ENVIRONMENT PROTECTION",External,1,"DEPUTY PORTFOLIO MANAGER","ADMINISTRATIVE ENGINEER",Competitive-1,10015,M3,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"465 Columbus Ave. Valhalla, Ny","UPSTATE CAPITAL CONSTR. - IFA",N/A,N/A,"New York City Residency is not required for this position.",3/11/2024,N/A,3/18/2024,8/6/2024,$72038,$192152,"Public Safety",N/A,$72038,$192152
617809,"BRONX DISTRICT ATTORNEY",External,1,"INTELLIGENCE ANALYST SUPERVISOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Administration & Human Resources Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"260 E 161st St., Brx","Support Staff",N/A,N/A,"New York City Residency is not required for this position.",11/28/2023,23-Sep-24,11/28/2023,8/6/2024,$80000,$80000,"Public Safety",N/A,$80000,$80000
631829,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"DEPUTY DIRECTOR","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,8300B,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","PUB BLDGS/CPD/Courts",N/A,N/A,"New York City Residency is not required for this position.",4/4/2024,N/A,5/24/2024,8/6/2024,$58682,$134570,"Engineering, Architecture, & Planning",N/A,$58682,$134570
636718,"DEPT OF DESIGN & CONSTRUCTION",External,1,"DATA MANAGEMENT SPECIALIST","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",HRSD/EXECUTIVE,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/24/2024,N/A,5/24/2024,8/6/2024,$59116,$67983,"Administration & Human Resources",N/A,$59116,$67983
596448,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ACCOUNTABLE MANAGER","ENVIRONMENTAL ENGINEER",Competitive-1,20618,3,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"199 River Road North","UPSTATE CAPITAL CONSTR. - IFA",N/A,"Delaware Aqueduct Shaft 6 Field Office, Wappinger, NY","New York City Residency is not required for this position.",8/11/2023,N/A,8/11/2023,8/6/2024,$98470,$133496,"Public Safety",N/A,$98470,$133496
579997,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"SENIOR IT SYSTEMS SPECIALIST (CLOUD AND INFRASTRUCTURE)","CERTIFIED IT ADMINISTRATOR (LA",Competitive-1,13652,3,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","Dept of Environment Protection","Hours/Shift: 35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","96-05 Horace Harding Expressway, 2nd floor, Corona, NY 11368","New York City Residency is not required for this position.",4/8/2023,N/A,4/8/2023,8/6/2024,$92194,$130372,"Technology, Data & Innovation","35 Hours Per Week",$92194,$130372
642567,"OFF OF PAYROLL ADMINISTRATION",Internal,1,"CITYWIDE SYSTEMS INTEGRITY TEAM MEMBER","CLERICAL ASSOCIATE",Competitive-1,10251,4,"Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"5 Manhattan West","Systems Integrity","35 hours weekly/Day","5 Manhattan West, NY, NY  10001","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/18/2024,N/A,7/18/2024,8/6/2024,$43728,$68645,"Policy, Research & Analysis","35 Hours Per Week",$43728,$68645
638449,"OFFICE OF MANAGEMENT & BUDGET",Internal,1,"ANALYST  PARKS","BUDGET ANALYST (OMB)","Pending Classification-2",6088,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",FT,Entry-Level,Annual,"255 Greenwich Street","Parks & Capital Coordination",N/A,"255 Greenwich Street","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/14/2024,N/A,6/14/2024,8/6/2024,$58851,$84257,"Policy, Research & Analysis",N/A,$58851,$84257
540477,"BRONX DISTRICT ATTORNEY",External,5,"ASSISTANT DISTRICT ATTORNEY -  	VIOLENT CRIMINAL ENTERPRISE BUREAU","ASSISTANT DISTRICT ATTORNEY (S",Exempt-4,30114,0,"Legal Affairs Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Assistant District Attorney",N/A,N/A,"New York City Residency is required for this position.",7/14/2022,8-Apr-25,5/22/2024,8/6/2024,$80440,$167610,"Public Safety",N/A,$80440,$167610
638759,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,2,"HOME NURSE VISITOR, BUREAU OF MATERNAL INFANT AND REPRODUCTIVE HEALTH","FAMILY PUB HEALTH NURSE (HMH)","Pending Classification-2",6776,0,Health,FT,"Experienced (non-manager)",Annual,"90-27 Parsons Boulevard","MIRH Nurse Family Partnership",N/A,N/A,"New York City Residency is not required for this position.",6/21/2024,21-Jun-25,6/28/2024,8/6/2024,$97012,$97012,Health,N/A,$97012,$97012
638302,"DISTRICT ATTORNEY-MANHATTAN",Internal,2,"CITY CUSTODIAL ASSISTANT-NIGHT","CITY CUSTODIAL ASSISTANT",Labor-3,90644,0,"Administration & Human Resources Building Operations & Maintenance",FT,Entry-Level,Annual,"1 Hogan Pl./100 Centre St., N.","Facilities Mgmt- Custodial",N/A,N/A,"New York City Residency is not required for this position.",6/13/2024,N/A,7/1/2024,8/6/2024,$40225,$40225,"Building Operations & Maintenance",N/A,$40225,$40225
633178,"DEPT OF ENVIRONMENT PROTECTION",External,1,"PROCUREMENT ANALYST","PROCUREMENT ANALYST",Competitive-1,12158,2,"Finance, Accounting, & Procurement",FT,Entry-Level,Annual,"96-05 Horace Harding Expway","BWS - BUREAU ADMINISTRATION",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/1/2024,N/A,5/1/2024,8/6/2024,$55699,$90008,"Finance, Accounting, & Procurement",N/A,$55699,$90008
638258,"ADMIN FOR CHILDREN'S SVCS",Internal,1,"COMMUNICATIONS CENTER SPECIALIST","STAFF ANALYST",Competitive-1,12626,2,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"150 William Street, New York N","Asst Comm Bdgt & Clmng-Financ",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/25/2024,24-Aug-24,7/25/2024,8/6/2024,$68262,$87426,"Finance, Accounting, & Procurement",N/A,$68262,$87426
640518,"NYC HOUSING AUTHORITY",Internal,1,"CAPITAL PROJECTS PROPERTY  LIAISON","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Communications & Intergovernmental Affairs",FT,"Experienced (non-manager)",Annual,"Strategic Partnerships","Strategic Partnerships",N/A,N/A,"New York City Residency is not required for this position.",7/16/2024,N/A,7/16/2024,8/6/2024,$72000,$79500,"Communications & Intergovernmental Affairs",N/A,$72000,$79500
559083,"DEPT OF ENVIRONMENT PROTECTION",Internal,12,"WATERSHED MAINTAINER","WATERSHED MAINTAINER",Competitive-1,91011,0,"Building Operations & Maintenance",FT,Entry-Level,Annual,"182 Joline Ave, Staten Isl","CAP. PLAN. - ADMIN.,BLUEBELT",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/15/2022,N/A,11/15/2022,8/6/2024,$41033,$60017,"Building Operations & Maintenance",N/A,$41033,$60017
638893,"HOUSING PRESERVATION & DVLPMNT",External,1,"PROJECT ASSISTANT FOR THE DIVISION OF TENANT AND OWNER RESOURCES","COMMUNITY ASSOCIATE",Non-Competitive-5,56057,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"100 Gold Street","HOUSING CHOICE VOUCHER INTAKE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/20/2024,19-Aug-24,6/20/2024,8/6/2024,$53000,$53000,"Constituent Services & Community Programs",N/A,$53000,$53000
638131,"DEPARTMENT OF TRANSPORTATION",Internal,4,"BOB- ASSISTANT CIVIL ENGINEER","ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Bridges Roadways","35 Hours","55 Water St Ny Ny","New York City Residency is not required for this position.",6/12/2024,N/A,6/12/2024,8/6/2024,$62370,$93587,"Engineering, Architecture, & Planning","35 Hours Per Week",$62370,$93587
603403,"DEPT OF ENVIRONMENT PROTECTION",External,1,"GRAPHIC DESIGNER","GRAPHIC ARTIST",Competitive-1,91415,2,"Communications & Intergovernmental Affairs",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","PUBLIC AFFAIRS - ADMIN","35 hours per week",N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/13/2023,N/A,12/22/2023,8/6/2024,$64296,$100000,"Communications & Intergovernmental Affairs","35 Hours Per Week",$64296,$100000
626061,"DEPARTMENT OF TRANSPORTATION",External,1,"ADMINISTRATIVE SUPPORT / SEARCHER","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,1,"Administration & Human Resources Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Litigation Svs and Record Mgmt",35hrs,"55 Water Street, NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",2/16/2024,N/A,2/20/2024,8/6/2024,$51816,$75903,"Policy, Research & Analysis","35 Hours Per Week",$51816,$75903
597590,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"PUBLIC HEALTH ADVISOR I - DATA ENTRY UNIT , BUREAU OF SCHOOL HEALTH","PUBLIC HEALTH ADVISER (SCHOOL",Competitive-1,51195,1,Health,PT,"Experienced (non-manager)",Hourly,"30-30 47TH AVE","SH Vision",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/24/2023,23-Aug-24,4/1/2024,8/6/2024,$23,$28,Health,N/A,$23,$28
621153,"POLICE DEPARTMENT",Internal,3,"PSYCHOLOGIST, LEVEL II",PSYCHOLOGIST,Competitive-1,52110,2,Health,FT,"Experienced (non-manager)",Annual,"1 Lefrak City, Queens","Medical DIV/CIV and Cadet","Varies between 8:00 AM - 4:00PM, Sat/Sun RDO ,scheduled on call hours","1 Lefrak City, Queens NYPD medical districts available in Queens, Bklyn, Bronx, SI","New York City Residency is not required for this position.",3/25/2024,N/A,7/23/2024,8/6/2024,$80365,$104909,Health,"8 AM - 4 PM",$80365,$104909
