"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
628725,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"FORENSIC MORTUARY TECHNICIAN I","FORENSIC MORTUARY TECHNICIAN",Competitive-1,52040,1,Health,FT,"Experienced (non-manager)",Annual,"520 1St Ave., N.Y.","OCME - Mortuary Operations",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/4/2024,N/A,6/12/2024,8/6/2024,$45697,$59308,Health,N/A,$45697,$59308
591477,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"DEPUTY DIRECTOR","ADM ENGINEER (NON MGRL)",Competitive-1,1001A,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRA/COASTAL RESILIENCY","35 Hours","30-30 Thomson Ave L I City Qns","New York City Residency is not required for this position.",8/8/2023,N/A,11/29/2023,8/6/2024,$58682,$134570,"Engineering, Architecture, & Planning","35 Hours Per Week",$58682,$134570
540174,"BRONX DISTRICT ATTORNEY",Internal,15,"ASSISTANT DISTRICT ATTORNEY: DISCOVERY COMPLIANCE BUREAU","ASSISTANT DISTRICT ATTORNEY (S",Exempt-4,30114,0,"Legal Affairs Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"198 E161St Street Bronx N.Y.","Assistant District Attorney",N/A,N/A,"New York City Residency is required for this position.",7/13/2022,7-Apr-25,1/17/2024,8/6/2024,$80440,$167610,"Public Safety",N/A,$80440,$167610
631502,"HRA/DEPT OF SOCIAL SERVICES",External,1,"SEPARATE DETERMINATION CLERK","CLERICAL ASSOCIATE",Competitive-1,10251,2,"Social Services",FT,"Experienced (non-manager)",Annual,"470 Vanderbilt Ave","MAP MEDICAID ELIGIBILITY NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/1/2024,N/A,5/15/2024,8/6/2024,$35895,$53478,"Social Services",N/A,$35895,$53478
607151,"DEPT OF CITYWIDE ADMIN SVCS",External,1,"DEPUTY GENERAL COUNSEL FOR HUMAN CAPITAL","EXECUTIVE AGENCY COUNSEL",Non-Competitive-5,95005,M4,"Legal Affairs",FT,Manager,Annual,"1 Centre St., N.Y.","OC/General Counsel",N/A,N/A,"New York City Residency is not required for this position.",7/5/2024,4-May-25,7/19/2024,8/6/2024,$179215,$196473,"Legal Affairs",N/A,$179215,$196473
540078,"HRA/DEPT OF SOCIAL SERVICES",External,1,"BUSINESS INTELLIGENCE SPECIALIST","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,1,"Technology, Data & Innovation Policy, Research & Analysis Social Services",FT,"Experienced (non-manager)",Annual,"375 Pearl Street","DSS ACCOUNTABILITY OFFICE NM",N/A,N/A,"New York City Residency is not required for this position.",7/13/2022,N/A,11/2/2022,8/6/2024,$81951,$94244,"Technology, Data & Innovation",N/A,$81951,$94244
594373,"NYC HOUSING AUTHORITY",External,1,"SENIOR BUSINESS INTELLIGENCE DATA ANALYST","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,2,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"Business Intelligence","Business Intelligence",N/A,N/A,"New York City Residency is not required for this position.",8/2/2023,N/A,8/2/2023,8/6/2024,$93288,$120190,"Technology, Data & Innovation",N/A,$93288,$120190
632066,"DEPARTMENT OF TRANSPORTATION",Internal,1,"SERVICE INSPECTOR (DOT)","SERVICE INSPECTOR (DOT)",Competitive-1,33765,0,"Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"66-26 Metropolitan Ave., Queen","Parking Adm-Exec","35 Hours/M-F/Shift TBD","66-26 Metropolitan Avenue Middle Village, NY 11379","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/1/2024,N/A,4/3/2024,8/6/2024,$36505,$50702,"Public Safety","35 Hours Per Week",$36505,$50702
624361,"DEPT OF DESIGN & CONSTRUCTION",External,1,"JUNIOR PROJECT MANAGER","PROJECT MANAGER INTERN#",Competitive-1,22425,0,"Engineering, Architecture, & Planning",FT,Entry-Level,Annual,"30-30 Thomson Ave L I City Qns","PUB BLDGS/CPD/Library/Brooklyn",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/29/2024,N/A,2/1/2024,8/6/2024,$56313,$64760,"Engineering, Architecture, & Planning",N/A,$56313,$64760
594432,"HRA/DEPT OF SOCIAL SERVICES",Internal,4,"FHR AGENCY REPRESENTATIVE","ASSOCIATE JOB OPPORTUNITY SPEC",Competitive-1,52316,2,"Administration & Human Resources Social Services",FT,"Experienced (non-manager)",Annual,"111 Livingston St., Bklyn., N.","Fair Hearing NM","9am “ 5pm","4WTC 150 Greenwich Street, New York, NY","New York City Residency is not required for this position.",7/31/2023,N/A,4/19/2024,8/6/2024,$66430,$76394,"Social Services","9 AM - 5 PM",$66430,$76394
568586,"DEPARTMENT OF TRANSPORTATION",Internal,1,"ASSISTANT PROJECT ENGINEER","CIVIL ENGINEERING INTERN",Competitive-1,20202,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Quality Assurance","35 Hours","55 Water St Ny Ny","New York City Residency is not required for this position.",1/12/2023,N/A,1/31/2023,8/6/2024,$51413,$62260,"Engineering, Architecture, & Planning","35 Hours Per Week",$51413,$62260
573254,"DEPT OF ENVIRONMENT PROTECTION",External,1,"SCADA SUPPORT SPECIALIST","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,2,"Technology, Data & Innovation",FT,Manager,Annual,"122-66 Flatlands Ave","BWT - ADMINISTRATION/PERSONNEL","35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","26 Ward at 122-66 Flatlands Avenue Brooklyn, NY 11207","New York City Residency is not required for this position.",2/8/2023,N/A,3/22/2023,8/6/2024,$85371,$109990,"Technology, Data & Innovation","35 Hours Per Week",$85371,$109990
558824,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"EXECUTIVE ASSISTANT TO THE ACCO","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,3,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","OFFICE OF PURCHASING MGMT","35 hours","59-17 Junction Blvd Flushing, NY 11373","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/1/2022,N/A,11/1/2022,8/6/2024,$58695,$89699,"Administration & Human Resources","35 Hours Per Week",$58695,$89699
643829,"HOUSING PRESERVATION & DVLPMNT",External,1,"SUPERVISING HQE INSPECTOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"100 Gold Street","BUDGET & HSG QUALITY ENFRCEMNT",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/25/2024,23-Sep-24,7/25/2024,8/6/2024,$74781,$74781,"Constituent Services & Community Programs",N/A,$74781,$74781
528811,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DIRECTOR, WATER SUPPLY INFRASTRUCTURE AND WATERSHED ASSESSMENT","ADM CITY PLANNER (NON MGRL)",Competitive-1,1005A,0,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"59-17 Junction Blvd Corona Ny","FILTRATION AVOIDANCE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/22/2022,N/A,7/26/2022,8/6/2024,$53702,$102568,"Public Safety",N/A,$53702,$102568
527823,"NYC HOUSING AUTHORITY",External,1,CARPENTER,CARPENTER,Competitive-1,92005,0,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Hourly,"Manhattan Floating Staff","Manhattan Property Management",N/A,N/A,"New York City Residency is not required for this position.",4/13/2022,N/A,5/12/2022,8/6/2024,$54,$54,"Building Operations & Maintenance",N/A,$54,$54
539286,"BRONX DISTRICT ATTORNEY",External,10,"HOMICIDE COUNSEL - ASSISTANT DISTRICT ATTORNEY","ASSISTANT DISTRICT ATTORNEY (S",Exempt-4,30114,0,"Legal Affairs Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"198 E161St Street Bronx N.Y.","Homicide-Legal Staff",N/A,N/A,"New York City Residency is required for this position.",7/12/2022,28-Dec-24,12/18/2023,8/6/2024,$165000,$167610,"Public Safety",N/A,$165000,$167610
644534,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"ADMINISTRATIVE SUPPORT, ASSISTED OUTPATIENT TREATMENT","CLERICAL ASSOCIATE",Competitive-1,10251,4,Health,FT,Entry-Level,Annual,"93 Worth St., N.Y.","MH - Assisted out Treatment",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/31/2024,7-Apr-25,7/31/2024,8/6/2024,$43728,$68645,Health,N/A,$43728,$68645
620791,"HRA/DEPT OF SOCIAL SERVICES",External,1,"ASSISTANT DEPUTY COMMISSIONER, OFFICE OF BUSINESS STRATEGIES AND SOLUTIONS (OBSS) AND DISABILITY SERVICES PROGRAM (DSP)","COMPUTER SYSTEMS MANAGER",Competitive-1,10050,M4,"Communications & Intergovernmental Affairs Technology, Data & Innovation",FT,Manager,Annual,"4 World Trade Center","Customized Assist Svc-Mgr","9:00am-17:00pm (Flexible)","4 World Trade Center","New York City Residency is not required for this position.",12/20/2023,N/A,12/20/2023,8/6/2024,$87277,$208826,"Technology, Data & Innovation","9 AM - 5 PM",$87277,$208826
642893,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"CITY CUSTODIAL ASSISTANT, BUREAU OF OPERATIONS","CITY CUSTODIAL ASSISTANT",Labor-3,90644,0,"Health Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"303 9Th Ave., N.Y.",Operations,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/24/2024,23-Jan-25,7/24/2024,8/6/2024,$35252,$48820,Health,N/A,$35252,$48820
635468,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"DEVELOPER (WEB APPLICATION)","SENIOR IT ARCHITECT",Non-Competitive-5,95711,0,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","T+I/APPLICATIONS DEVELOPMENT",N/A,N/A,"New York City Residency is not required for this position.",5/20/2024,N/A,5/20/2024,8/6/2024,$100000,$113300,"Technology, Data & Innovation",N/A,$100000,$113300
620650,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ASBESTOS ENFORCEMENT INSPECTOR","ASSOCIATE CHEMIST",Competitive-1,21822,1,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,Entry-Level,Annual,"59-17 Junction Blvd Corona Ny","Air Resource/Asbestos","35 Hour Shift","59-17 Junction Blvd Corona Ny","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/22/2024,N/A,5/13/2024,8/6/2024,$47383,$84687,"Public Safety","35 Hours Per Week",$47383,$84687
631521,"DEPT OF CITYWIDE ADMIN SVCS",External,1,"CITY PLANNER","CITY PLANNER",Competitive-1,22122,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"1 Centre St., N.Y.",RES/Planning&Dispositions,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/22/2024,20-Sep-24,7/30/2024,8/6/2024,$71255,$81943,"Engineering, Architecture, & Planning",N/A,$71255,$81943
579996,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"IT SUPPORT SPECIALIST","CERTIFIED IT ADMINISTRATOR (LA",Competitive-1,13652,2,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","Dept of Environment Protection","Hours/Shift: 35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","96-05 Horace Harding Expressway, 2nd floor, Corona, NY 11368","New York City Residency is not required for this position.",4/8/2023,N/A,4/8/2023,8/6/2024,$85371,$119883,"Technology, Data & Innovation","35 Hours Per Week",$85371,$119883
642705,"DISTRICT ATTORNEY-MANHATTAN",External,1,"VICTIM SERVICES ADVOCATE (JEWISH COMMUNITY ADVOCATE)","COMMUNITY ASSOCIATE",Non-Competitive-5,56057,0,"Constituent Services & Community Programs Legal Affairs Social Services",FT,"Experienced (non-manager)",Annual,"1 Hogan Pl./100 Centre St., N.","Witness Aid Central",N/A,N/A,"New York City Residency is not required for this position.",7/17/2024,N/A,7/17/2024,8/6/2024,$58329,$58329,"Social Services",N/A,$58329,$58329
591366,"DEPARTMENT OF TRANSPORTATION",Internal,1,"PER DIEM TESTIFIER/SEARCHER","CLAIM SPECIALIST",Competitive-1,30726,2,"Policy, Research & Analysis",FT,"Experienced (non-manager)",Hourly,"59 Maiden Lane","Litigation Svs and Record Mgmt",35hrs,"59 Maiden Lane, NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/17/2023,N/A,7/17/2023,8/6/2024,$31,$46,"Policy, Research & Analysis","35 Hours Per Week",$56420,$83720
615441,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"ACCOUNTABLE MANAGER","ADMINISTRATIVE CONSTRUCTION PR",Competitive-1,82991,M2,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"2398 State Rt 28A, Olive Bridg","UPSTATE CAPITAL CONSTR. - IFA",N/A,N/A,"New York City Residency is not required for this position.",1/2/2024,N/A,1/2/2024,8/6/2024,$64922,$173486,"Public Safety",N/A,$64922,$173486
642641,"DEPARTMENT OF TRANSPORTATION",Internal,1,"AGENCY ATTORNEY IV","AGENCY ATTORNEY",Non-Competitive-5,30087,4,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Department Advocate",35hrs,"55 Water Street, NY, NY","New York City Residency is not required for this position.",7/17/2024,N/A,7/17/2024,8/6/2024,$93596,$141455,"Legal Affairs","35 Hours Per Week",$93596,$141455
575061,"DEPT OF ENVIRONMENT PROTECTION",External,1,"INDUSTRIAL HYGIENIST 02","INDUSTRIAL HYGIENIST",Competitive-1,31305,2,"Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","ENVIRON HEALTH/SAFETY - BWT","Hours/Shift: 35 hours per week / day",Various,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/24/2023,N/A,4/30/2024,8/6/2024,$56041,$75318,"Public Safety","35 Hours Per Week",$56041,$75318
618399,"DEPT OF DESIGN & CONSTRUCTION",External,1,ENGINEER-IN-CHARGE,"ASSOCIATE PROJECT MANAGER",Competitive-1,22427,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRA/CONST.MGMT2/S. QNS/SEC2",N/A,N/A,"New York City Residency is not required for this position.",12/4/2023,N/A,8/2/2024,8/6/2024,$81571,$101230,"Engineering, Architecture, & Planning",N/A,$81571,$101230
637023,"OFFICE OF THE COMPTROLLER",External,1,"DIRECTOR, ENGINEERING/GENERAL CONSTRUCTION","ADMINISTRATIVE ENGINEER",Competitive-1,10015,M4,"Engineering, Architecture, & Planning",FT,Manager,Annual,"1 Centre St., N.Y.",Engineering,N/A,N/A,"New York City Residency is not required for this position.",5/24/2024,22-Aug-24,5/24/2024,8/6/2024,$145000,$155000,"Engineering, Architecture, & Planning",N/A,$145000,$155000
640633,"HOUSING PRESERVATION & DVLPMNT",Internal,1,"PROJECT MANAGER, HERRC SITES & SPECIAL INITIATIVES","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"100 Gold Street",Commissioner,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/9/2024,8-Aug-24,7/9/2024,8/6/2024,$67500,$77500,"Constituent Services & Community Programs",N/A,$67500,$77500
572056,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ASSET MANAGEMENT PROGRAM PLANNER","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,3,"Engineering, Architecture, & Planning",FT,Manager,Annual,"96-05 Horace Harding Expway","Dept of Environment Protection","35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","96-05 Horace Harding Expressway, 2nd floor, Corona, NY 11368","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/28/2023,N/A,3/28/2023,8/6/2024,$84468,$111003,"Engineering, Architecture, & Planning","35 Hours Per Week",$84468,$111003
